#{"t_start": 1607980931.0770926, "env_id": "Block-v5"}
r,l,t
317.780543,1001,673.70693
2457.963414,491,674.904709
2677.693593,670,676.38072
411.812878,1001,678.56303
2393.895119,263,679.122859
2538.810893,580,680.412571
2430.514923,272,681.002593
2451.968814,291,681.705446
470.036392,1001,683.942764
281.020888,1001,686.157839
626.030916,1001,688.332126
789.543364,1001,690.559105
1031.048744,1001,692.807102
1085.036705,1001,694.97619
1146.76954,1001,697.387252
669.01596,1001,699.943167
1194.529691,1001,702.157553
1209.134096,1001,704.440049
1074.863414,1001,706.660352
1360.818292,1001,708.883426
2565.006918,191,709.288453
2487.444376,296,709.958131
2504.13883,190,710.37242
2443.493938,108,710.601054
2638.184612,444,711.622431
3060.568748,789,713.368105
2772.934696,420,714.286518
778.215049,1001,716.519145
1168.22698,1001,718.745365
1070.066131,1001,720.954418
1212.768547,1001,723.323604
1271.490661,1001,726.076632
1479.031083,1001,728.650961
2431.688529,135,729.054291
1422.421882,1001,731.303884
512.323514,1001,733.581306
974.402565,1001,735.902575
1086.632587,1001,738.238975
2436.005996,174,738.614886
1115.289749,1001,740.883184
2452.250637,142,741.223953
2472.213043,190,741.626222
2528.90027,260,742.293499
2476.148206,196,742.719071
2588.636177,358,743.522558
2442.795679,173,743.91217
2478.55909,322,744.770291
2439.1591,159,745.12991
2419.399687,201,745.584291
2423.102859,221,746.074824
2035.788677,333,746.833289
2279.862242,343,747.610411
-56.946777,1001,750.225201
54.965746,1001,752.910396
1232.683392,1001,755.216125
2401.312734,154,755.552347
2810.153992,551,756.751657
1236.954107,1001,759.127934
2445.766183,194,759.574009
2446.68431,259,760.325607
1413.937157,1001,762.972258
2443.74325,191,763.510804
2716.658138,484,764.555561
2425.799051,212,765.004175
3259.158252,919,767.272537
2462.181083,293,767.930778
-1038.297096,745,769.725633
246.536649,1001,771.902744
985.571872,1001,774.414246
1017.488694,1001,776.989563
1217.529354,1001,779.280255
1255.136394,1001,781.741706
1162.412371,1001,784.084939
-1011.257656,234,784.591068
527.498102,1001,787.36202
108.25042,1001,789.771632
-1170.095788,455,790.854209
1048.22312,1001,793.296113
1185.262502,1001,795.822498
880.505078,1001,798.245235
2754.814838,573,799.722528
2637.002768,524,801.085736
1071.911323,1001,803.583329
2571.716434,331,804.386142
2264.250299,289,805.011346
2377.974097,200,805.446199
2312.491275,160,805.821651
605.474886,1001,808.021154
1252.499381,1001,810.33901
1122.535095,1001,812.551517
1315.110255,1001,814.749749
1537.047796,1001,817.004689
987.910087,1001,819.196216
761.572208,1001,821.51955
3064.072993,758,823.161974
2535.924708,218,823.62573
2548.54689,204,824.071291
2510.151676,215,824.530983
899.383004,1001,826.720078
2659.727136,338,827.452599
2509.371375,197,827.872781
2634.904166,502,828.961466
2490.379545,346,829.70865
2289.310325,211,830.162817
2487.379053,313,830.836205
2295.54295,405,831.699857
2312.15134,323,832.395509
2397.996707,335,833.107263
2277.581324,269,833.676904
-1778.62201,979,835.788644
2227.078655,237,836.321596
2222.72206,161,836.681639
2206.562213,158,837.039392
2237.16777,137,837.331475
2317.33045,251,837.866776
2192.950771,276,838.458203
1997.846058,284,839.117722
1965.917209,207,839.565955
1732.228588,317,840.243911
1872.427848,305,840.897381
1974.947855,163,841.263721
2237.891881,172,841.630723
2170.978801,207,842.073342
2076.5837,166,842.427477
2081.782772,180,842.809686
2148.802307,161,843.156404
2118.660789,167,843.515198
-1432.053377,325,844.208516
-1321.586645,362,844.993303
-1173.962688,264,845.572073
89.904329,1001,847.722558
387.315696,1001,849.990865
-1282.770996,194,850.405193
943.405052,1001,852.591373
830.783434,1001,854.822982
199.5988,1001,857.072434
-1437.420642,274,857.654337
-1338.088955,76,857.814632
-1453.842095,314,858.483005
311.134047,1001,860.76943
772.719961,1001,862.953882
-1207.530771,262,863.555145
151.331572,1001,865.768598
-1271.294565,128,866.041753
265.437128,1001,868.191566
622.774079,1001,870.349265
747.105894,1001,872.520399
745.048629,1001,874.690267
595.72252,1001,876.85725
-825.645274,451,877.836928
-258.515996,941,879.95574
2137.844427,589,881.22327
782.996577,1001,883.381339
-680.026505,706,884.906867
2555.872761,541,886.066662
948.716178,1001,888.231527
465.167591,1001,890.433
362.484245,1001,892.690513
-1126.830607,53,892.806738
790.68904,1001,895.007513
850.912954,1001,897.207087
1150.870842,1001,899.399361
937.139323,1001,901.582222
2796.441936,961,903.708698
654.915065,1001,905.891725
703.05054,1001,908.083652
913.286773,1001,910.266163
836.570857,1001,912.544943
479.03271,1001,914.728948
749.066319,1001,916.952817
985.262668,1001,919.147099
721.910721,1001,921.33832
832.264874,1001,923.61442
928.298108,1001,925.805542
832.741948,1001,927.988791
1053.86206,1001,930.178697
1036.531422,1001,932.443837
840.937271,1001,934.639593
1105.657169,1001,936.822767
694.978375,1001,939.029923
1023.667013,1001,941.227394
-1157.068175,66,941.368974
861.42261,1001,943.557366
911.437969,1001,945.858774
467.016828,1001,948.044342
1086.50281,1001,950.227029
1260.52261,1001,952.512895
1232.141355,1001,954.726674
1273.876696,1001,956.900372
1062.545397,1001,959.072412
1534.126636,1001,961.270286
896.791774,1001,963.44688
1090.362889,1001,965.692614
2521.674763,430,966.626069
2439.240579,176,967.000149
2754.484746,599,968.288114
1459.81536,1001,970.468371
1586.437139,1001,972.722002
771.341091,1001,974.905508
1630.662782,1001,977.100399
1457.908961,1001,979.292255
1516.570771,1001,981.544418
1798.100646,1001,983.72353
1309.766979,1001,985.904608
1397.737896,1001,988.080781
1449.007152,1001,990.258482
2938.872827,625,991.654616
1264.252949,1001,993.848834
2683.903821,373,994.64077
2799.548773,533,995.796358
1277.84344,1001,997.974456
1355.936386,1001,1000.169195
1539.328714,1001,1002.359948
1726.223712,1001,1004.564915
