#{"t_start": 1607975455.6349516, "env_id": "Block-v2"}
r,l,t
-32.702322,1000,3.077433
-41.14335,1001,5.061521
86.2728,1001,7.01075
141.330677,1001,8.984787
107.549938,1001,10.977446
96.763371,1001,12.940336
157.482792,1001,14.904928
307.668264,1001,16.865311
84.000053,1001,18.8256
-12.002287,11,18.846401
148.678932,990,20.780344
277.369495,1001,22.735229
315.089552,1001,24.704702
278.930415,1001,26.666414
370.58659,1001,28.627694
456.632996,1001,30.588208
446.99692,1001,32.548904
437.348011,1001,34.517849
531.117831,1001,36.482163
571.257023,1001,38.448828
597.36054,1001,40.416313
664.942779,1001,42.382121
650.299266,1001,44.356615
681.846183,1001,46.358228
731.636883,1001,48.407489
739.054499,1001,50.474745
780.087202,1001,52.453014
-0.535546,6,52.469088
810.670346,995,54.46761
800.981886,1001,56.511455
815.040355,1001,58.507658
822.647969,1001,60.505903
865.196982,1001,62.492652
741.015627,1001,64.503435
865.945533,1001,66.521929
880.459871,1001,68.514744
836.759386,1001,70.479065
828.063901,1001,72.449028
914.830382,1001,74.417017
-32.145937,10,74.436408
903.847553,991,76.377076
915.070102,1001,78.366291
921.786333,1001,80.37697
947.580795,1001,82.385209
946.270111,1001,84.442748
922.797322,1001,86.498801
923.931016,1001,88.555228
950.157212,1001,90.526987
954.260009,1001,92.583212
867.315053,1001,94.596801
940.601719,1001,96.598926
952.404878,1001,98.580793
955.258191,1001,100.61149
954.755531,1001,102.638993
946.109509,1001,104.766253
882.623545,1001,106.805928
965.305227,1001,108.796299
867.746876,1001,110.75947
973.896546,1001,112.75039
989.359868,1001,114.729966
873.217031,1001,116.701645
988.146096,1001,118.683739
984.820426,1001,120.681405
977.104233,1001,122.66956
980.278709,1001,124.667628
882.491354,1001,126.655771
995.991786,1001,128.660858
1007.685069,1001,130.676915
997.583162,1001,132.746082
1045.334645,1001,134.71196
806.478089,1001,136.661493
885.565592,1001,138.603651
821.156408,504,139.577121
315.189109,497,140.595693
658.448763,1001,142.605081
749.019846,1001,144.640363
807.889714,1001,146.607622
932.021564,1001,148.546668
-10.623327,28,148.602538
959.936386,973,150.502828
967.729738,1001,152.458808
944.503972,1001,154.487532
956.331366,1001,156.4553
1049.743807,1001,158.425724
962.967515,1001,160.380112
1029.786911,1001,162.336831
1012.719717,1001,164.318685
912.528811,1001,166.307723
986.030457,1001,168.310071
1040.7511,1001,170.290845
996.906292,1001,172.250888
1010.217905,1001,174.21543
991.970895,1001,176.175738
1050.511664,1001,178.135423
1041.18227,1001,180.092675
1068.443458,1001,182.050981
987.256227,1001,184.083904
1078.347067,1001,186.065158
1008.482634,1001,188.098706
986.737696,1001,190.116137
986.559695,1001,192.249555
997.856642,1001,194.352794
995.858356,1001,196.421824
1074.458607,1001,198.439597
866.087333,1001,200.470848
1066.26123,1001,202.517283
1000.393129,1001,204.523203
1032.735582,1001,206.530692
951.160628,1001,208.570662
993.684035,1001,210.641756
1020.722105,1001,212.622041
992.334107,1001,214.612422
843.571461,1001,216.582412
1040.669927,1001,218.571249
989.894724,1001,220.593257
971.343078,1001,222.588002
1020.596323,1001,224.636435
1042.577166,1001,226.652695
869.848057,1001,228.740222
1010.241079,1001,230.737299
1043.42257,1001,232.728197
859.044477,1001,234.708027
-10.850909,26,234.757698
1030.215175,975,236.673986
1045.440121,1001,238.664192
1088.900911,1001,240.691678
898.957402,1001,242.7478
1040.588004,1001,244.733157
1009.479934,1001,246.714134
1046.217655,1001,248.679172
982.829499,1001,250.672935
876.514864,1001,252.666186
1009.074456,1001,254.741797
908.792476,1001,256.850417
1009.629597,1001,258.834005
1003.152313,1001,260.784574
1005.143886,1001,262.741033
1005.075486,1001,264.701513
1003.882872,1001,266.665164
1013.780122,1001,268.611019
1018.676741,1001,270.565089
1003.656689,1001,272.51756
996.427635,1001,274.476016
1060.052512,1001,276.429654
1023.8844,1001,278.386411
1137.529071,1001,280.353208
832.004442,1001,282.331006
809.246371,1001,284.308991
1073.179873,1001,286.300764
1075.367798,1001,288.295221
1081.032674,1001,290.29859
1038.603731,1001,292.382888
1008.717242,1001,294.367055
963.516663,1001,296.35804
1006.496668,1001,298.338785
990.389481,1001,300.3158
946.530231,1001,302.294953
872.446559,1001,304.269019
869.159151,1001,306.276114
1006.974141,1001,308.249964
896.486568,1001,310.260595
992.525148,1001,312.305439
988.481462,1001,314.297769
1003.972145,1001,316.389796
1019.787901,1001,318.420985
984.590795,1001,320.397
1036.184492,1001,322.380128
-35.448239,29,322.439378
854.319379,972,324.396955
926.159721,1001,326.421457
988.546012,1001,328.547547
701.542989,1001,330.717164
984.92892,1001,332.789703
1002.261985,1001,334.847733
980.903913,1001,336.874599
973.949582,1001,338.905618
-26.66006,9,338.924566
983.789576,992,340.940697
990.203585,1001,343.000465
991.794534,1001,345.023334
1003.265023,1001,347.003434
991.774347,1001,348.983853
991.337601,1001,350.962819
996.457145,1001,352.938893
995.09505,1001,354.920604
999.031818,1001,356.897814
911.078559,1001,358.877533
1005.397316,1001,360.85454
996.369187,1001,362.829724
997.54917,1001,364.809516
903.528808,1001,366.830768
1005.551484,1001,368.829475
1000.143296,1001,370.952366
1003.963848,1001,373.061724
1004.487202,1001,375.043564
918.80864,1001,377.017481
1010.54276,1001,379.012146
1005.342685,1001,381.070261
1003.217219,1001,383.073777
1008.371547,1001,385.05203
1000.108507,1001,387.020045
895.403408,1001,388.994782
1009.269814,1001,390.971743
1006.187541,1001,392.944353
841.146468,1001,394.918319
1007.448347,1001,396.886659
877.390156,1001,398.860385
983.664029,1001,400.839407
927.949084,1001,402.810476
900.222088,1001,404.814368
1001.207883,1001,406.87469
917.064492,1001,408.845325
1000.136625,1001,410.810308
1002.065748,1001,412.780567
1002.349327,1001,414.819731
986.104764,1001,416.782083
993.11514,1001,418.765594
974.573328,1001,420.843429
994.864399,1001,422.966342
950.73392,1001,425.06428
920.879098,1001,427.064081
877.145118,1001,429.182377
914.014491,1001,431.321308
979.904966,1001,433.405761
1004.181265,1001,435.495693
1005.614193,1001,437.583671
998.809408,1001,439.590521
992.869547,1001,441.563374
958.257758,1001,443.532939
744.336679,1001,445.507893
961.641487,1001,447.581299
992.402919,1001,449.678715
994.273673,1001,451.715436
978.049461,1001,453.765075
775.353674,1001,455.834846
945.167499,1001,457.85446
991.848314,1001,459.859558
-15.442841,24,459.907761
974.765015,977,461.870531
826.577507,1001,463.936378
990.7359,1001,465.964423
981.432231,1001,468.031387
919.992966,1001,470.112516
996.769377,1001,472.173523
883.793282,1001,474.246345
-21.205283,27,474.304635
904.909015,974,476.319176
1007.871395,1001,478.361715
946.546297,1001,480.415487
878.539581,1001,482.487977
1115.543188,1001,484.527201
1050.696193,1001,486.561706
1036.154044,1001,488.60235
901.473609,1001,490.62232
758.029046,1001,492.665403
978.96033,1001,494.717403
1037.518929,1001,496.762811
958.15136,1001,498.793601
954.012671,1001,500.789792
966.553212,1001,502.773028
945.11379,1001,504.751881
984.580589,1001,506.781021
981.179284,1001,508.779541
1014.049263,1001,510.781713
1071.274234,1001,512.782084
1002.873871,1001,514.785059
984.001103,1001,516.785814
999.076219,1001,518.784053
1113.455671,1001,520.75063
1047.092334,1001,522.716046
869.060728,1001,524.71679
920.43681,1001,526.731777
995.637578,1001,528.752125
994.610155,1001,530.845039
996.058457,1001,532.880483
998.784697,1001,535.013133
787.311163,1001,537.162062
1004.437873,1001,539.194355
857.018945,1001,541.230497
807.630391,1001,543.239519
961.98933,1001,545.269813
943.193707,1001,547.304886
1018.158704,1001,549.32275
885.710349,1001,551.38789
970.653721,1001,553.439715
990.150988,1001,555.566662
993.145009,1001,557.660688
1005.637323,1001,559.712193
-57.698106,26,559.764472
977.194293,975,561.768036
1003.732106,1001,563.800061
1001.607094,1001,565.828642
998.800366,1001,567.916743
1097.870136,1001,569.934744
1013.062117,1001,571.897398
847.048565,1001,573.896475
794.161583,1001,575.899043
968.455164,1001,577.897573
976.264463,1001,579.896459
985.338548,1001,581.952272
739.396795,1001,584.067798
891.288217,1001,586.208065
904.68796,1001,588.387187
1070.824488,1001,590.525
900.003247,1001,592.585272
931.072777,1001,594.586576
955.702119,1001,596.553439
960.66488,1001,598.523554
1054.790331,1001,600.474362
949.907236,1001,602.422445
886.585895,563,603.524138
389.803533,438,604.412028
765.159343,1001,606.369408
961.766986,1001,608.338085
723.296164,1001,610.311202
771.283283,1001,612.258103
700.25973,1001,614.217908
832.578048,1001,616.202026
866.669671,1001,618.189978
901.02985,1001,620.185646
890.069879,1001,622.19152
990.514313,1001,624.201671
985.043008,1001,626.170061
980.726576,1001,628.143574
956.508433,1001,630.141874
953.905579,1001,632.127865
998.659481,1001,634.122729
979.34855,1001,636.096123
1000.952227,1001,638.067739
991.81511,1001,640.034907
1003.649548,1001,642.000029
990.927932,1001,643.96609
999.7696,1001,645.935624
1001.242338,1001,647.912824
995.664609,1001,649.877546
1005.002165,1001,651.841861
1014.37994,1001,653.834081
979.524411,1001,655.803418
991.883542,1001,657.775254
1006.336216,1001,659.741481
1002.67757,1001,661.727785
1004.731381,1001,663.706143
1007.200304,1001,665.687402
999.914319,1001,667.701066
1008.186667,1001,669.710987
683.805275,367,670.424746
733.215773,382,671.202674
358.168662,252,671.691927
988.769333,1001,673.655722
875.218157,1001,675.624161
945.757523,1001,677.615825
892.532329,1001,679.676187
1049.526007,1001,681.683902
1016.329955,1001,683.792006
1061.054131,1001,685.848148
923.983601,1001,687.856265
987.978796,1001,689.828104
815.689706,1001,691.807982
876.872376,1001,693.812082
828.553841,1001,695.869728
748.199993,1001,697.876992
661.48529,1001,699.84324
816.926451,1001,701.800311
611.735117,1001,703.744367
728.931551,1001,705.712749
901.927179,1001,707.699648
735.906001,1001,709.662399
764.823987,1001,711.631072
878.023103,1001,713.606869
885.339644,1001,715.580369
689.390256,1001,717.667796
841.327421,1001,719.697143
858.736496,1001,721.777045
884.55752,1001,723.840493
708.424635,1001,725.862024
762.26498,1001,727.858674
785.990178,1001,729.910687
929.1352,1001,731.95297
454.934065,1001,733.97049
-22.43907,1001,735.973141
813.905725,1001,738.019671
986.240045,1001,740.034478
962.694955,1001,742.065819
992.574228,1001,744.062636
974.598438,1001,746.06478
588.198053,1001,748.06978
907.703557,1001,750.101316
-18.796025,8,750.114791
954.553606,993,752.141732
897.040637,1001,754.154852
859.207282,1001,756.144171
878.665188,1001,758.172534
720.069766,1001,760.161608
837.390549,1001,762.178465
732.444664,1001,764.221786
880.874691,1001,766.244163
824.542998,1001,768.265014
651.480539,1001,770.30507
867.022484,1001,772.400861
971.042225,1001,774.411725
873.489295,1001,776.390934
758.327414,1001,778.381278
764.266907,1001,780.353492
540.65537,1001,782.341762
955.111368,1001,784.328847
925.868624,1001,786.316681
922.650743,1001,788.310162
825.487366,1001,790.343511
931.286539,1001,792.35997
929.583349,1001,794.410016
695.128511,1001,796.471941
982.840943,1001,798.463436
928.407927,1001,800.446294
949.857503,1001,802.409678
-51.09013,32,802.470137
773.264772,969,804.356362
739.263562,1001,806.306955
551.249449,1001,808.269094
-69.423992,28,808.321033
378.573365,973,810.240041
950.226431,1001,812.218004
885.162787,599,813.394669
301.356954,402,814.179096
668.867058,1001,816.159842
510.013505,1001,818.160099
665.100887,428,818.993506
644.879124,333,819.649935
203.063518,240,820.124063
718.386749,1001,822.129282
921.844517,1001,824.163797
889.293245,1001,826.229098
940.317228,1001,828.282156
832.96241,1001,830.35423
508.009524,1001,832.39101
