#{"t_start": 1607894109.7254796, "env_id": "Block-v5"}
r,l,t
100.121902,73,0.174531
4819.236154,447,1.165717
-976.577814,45,1.265721
5601.477828,801,3.061367
1593.3521,200,3.505347
2486.584248,552,4.74622
-847.067983,56,4.87271
726.719815,153,5.214083
-82.209949,136,5.512073
4876.482132,342,6.349967
-914.328511,30,6.419621
7676.508525,1001,8.794084
7219.617033,1001,11.07411
-890.287871,78,11.247945
7673.327563,1001,13.581687
-390.942,163,13.960945
-1029.077794,35,14.041735
8492.202394,923,16.119692
6942.532708,1001,18.374306
11.247609,141,18.706692
-269.796693,114,18.965571
451.986138,204,19.423529
25.943901,144,19.745366
3366.469357,541,20.965227
5440.439172,850,22.873548
8043.178457,1001,25.129969
1381.906586,346,25.909748
6638.637249,568,27.186955
3559.348496,616,28.590901
5523.554637,843,30.512523
5343.364601,817,32.365027
3269.69851,691,33.908826
1624.474554,463,34.956608
322.049936,189,35.380316
7450.432831,1001,37.619099
3597.25108,597,38.972736
7305.169203,1001,41.216768
7689.085723,1001,43.471428
7363.561916,768,45.172913
1299.008631,322,45.911676
4102.907464,710,47.494904
2455.205777,291,48.15946
7081.673614,633,49.571737
2038.79842,527,50.76303
7916.001464,1001,52.998111
-498.098362,124,53.276948
-107.129016,210,53.741249
5099.520254,406,54.65137
7564.847233,1001,56.875653
2134.487669,438,57.855072
1372.81537,322,58.566435
7974.672521,1001,60.799056
751.194634,228,61.326172
-54.765072,138,61.637843
1267.016993,324,62.354847
7208.662703,1001,64.588573
3693.328119,906,66.618862
-34.834904,145,66.941395
-109.504928,191,67.369165
-441.592152,202,67.82303
-754.898213,53,67.942568
-373.810464,103,68.17544
4063.86906,1001,70.416009
160.660931,223,70.913639
-250.346285,114,71.17023
549.579269,286,71.806693
-665.368538,74,71.9707
186.208477,216,72.458763
73.439493,250,73.01718
-558.63849,89,73.217763
1286.725843,482,74.290118
-735.149086,160,74.659803
-706.569517,59,74.788731
-694.499774,147,75.118618
1321.819117,579,76.405755
-441.974677,106,76.645412
-403.523539,112,76.902851
