#{"t_start": 1607859638.9319758, "env_id": "Block-v4"}
r,l,t
2815.393897,469,219.785771
2629.803338,563,221.995349
-928.021419,41,222.158548
2646.744985,397,223.713168
656.675635,113,224.158916
1810.478499,388,225.683543
1114.883115,446,227.403358
74.290765,54,227.613967
216.772793,327,228.866035
-631.046578,58,229.090309
92.163194,32,229.213998
1184.248738,233,230.134401
2226.455092,351,231.492632
5247.383781,826,234.678318
1236.881621,175,235.369956
-688.805277,67,235.625858
629.417077,145,236.189364
5335.996436,789,239.266256
1792.089768,317,240.530174
1052.921064,264,241.564018
166.61597,74,241.857122
-324.452527,140,242.404708
697.835313,206,243.22319
-294.816716,189,243.960239
3012.388126,601,246.338835
648.987557,211,247.167938
-731.371259,56,247.38802
-933.118993,27,247.497267
281.298624,159,248.117319
2509.750927,550,250.287737
-648.21755,172,250.968188
42.866375,37,251.117508
458.734138,129,251.618834
999.769379,266,252.663603
12.449184,11,252.710012
2362.029759,342,254.046608
-736.364433,79,254.352991
5.320565,161,255.008051
54.630022,13,255.056511
-184.110718,247,256.028637
339.710225,234,256.947123
-719.656751,78,257.252243
-1.853757,14,257.308266
-608.21259,68,257.574944
-10.595906,16,257.638236
-271.780792,159,258.258144
787.974836,185,258.990227
327.303055,73,259.272731
7831.494635,872,262.731339
126.987133,56,262.953518
150.405356,28,263.064046
75.827433,40,263.22027
25.593186,9,263.258474
25.879389,27,263.377934
700.068365,145,263.948117
-1050.487174,78,264.254478
-17.597082,8,264.287735
1986.269948,484,266.202221
400.71464,80,266.515099
548.726197,102,266.923427
862.919407,287,268.043108
5111.238248,582,270.338209
512.358132,132,270.862288
4232.358124,660,273.454745
1653.14036,267,274.5023
375.797746,74,274.799721
193.134327,112,275.255102
-917.728703,32,275.380018
-433.150142,179,276.100031
1711.692794,321,277.362934
-16.569666,9,277.396151
2091.224756,348,278.766148
689.650842,198,279.536419
4881.066082,803,282.686205
2078.260854,407,284.259869
-793.774455,159,284.881184
69.002116,216,285.744481
632.21025,219,286.606892
2229.95952,659,289.17962
-658.67756,174,289.858168
725.289449,168,290.537964
298.108145,159,291.160153
5452.295257,819,294.379441
-72.511261,23,294.46825
459.355446,277,295.572366
5071.316675,514,297.583571
1340.203158,210,298.409338
-679.817943,54,298.619844
-559.161877,239,299.541043
-975.970528,37,299.68889
629.752144,194,300.452651
2932.711777,477,302.32761
138.285305,57,302.555453
390.267894,87,302.891505
498.795121,100,303.280221
541.894507,115,303.728346
-720.517358,74,304.017633
-737.467311,54,304.228181
3028.673495,514,306.251778
-715.934559,66,306.510687
-785.537212,86,306.848684
1047.729078,184,307.565012
168.337571,38,307.713004
-21.365301,20,307.791313
-616.016862,82,308.112138
1928.070593,304,309.303696
25.44113,25,309.401882
1276.399601,196,310.176931
67.116896,163,310.835971
6763.943524,803,313.994848
81.122844,35,314.134838
-34.353393,260,315.147865
-186.192555,224,316.042971
-348.20016,356,317.429878
672.962288,161,318.067432
2515.423036,429,319.756422
-889.381872,29,319.868301
2302.579001,543,322.029742
441.306662,106,322.44434
4889.330599,788,325.545932
123.977274,107,325.979108
420.315424,112,326.422742
378.340811,100,326.81685
2926.636228,691,329.517974
318.599673,98,329.910384
-735.195442,118,330.369649
70.833776,28,330.479918
3282.482096,314,331.735631
337.005671,246,332.707078
1553.231865,295,333.870437
602.273087,139,334.415508
3886.187109,623,336.869162
691.50986,133,337.388554
538.935804,106,337.80661
1583.469475,240,338.739784
-21.116487,8,338.771573
534.17307,220,339.631093
883.297459,196,340.396947
121.18623,56,340.61581
1442.694206,281,341.731171
135.806923,117,342.201455
446.2148,80,342.519497
266.655825,311,343.73374
443.354609,84,344.067023
720.805101,204,344.864721
1260.290417,205,345.677634
-853.270233,66,345.936959
5500.195115,574,348.198541
1159.701629,248,349.165779
439.581688,113,349.612591
-622.210649,63,349.861209
-145.568898,297,351.015992
714.508114,148,351.592638
49.24577,297,352.821335
-620.386936,139,353.40752
375.355028,55,353.626384
-4.58673,2,353.634907
-35.388906,247,354.598411
463.085473,166,355.252079
-17.699178,11,355.298526
2218.07669,399,356.878411
-37.30142,32,357.010609
-570.698688,92,357.384871
245.846801,54,357.598663
3093.252935,567,359.828655
299.266991,259,360.845421
295.155029,120,361.309986
378.242642,55,361.52746
-113.359986,79,361.826257
94.978391,80,362.161812
45.599206,29,362.283209
-568.607384,86,362.624714
-1047.181354,50,362.821123
-13.011634,9,362.854849
-522.595721,79,363.170142
550.631814,180,363.875809
101.690727,50,364.07145
806.063745,336,365.393328
76.12128,23,365.481608
3232.066737,556,367.678112
1529.262083,365,369.122981
338.415215,80,369.437347
-579.156244,115,369.886382
73.674247,23,369.97958
518.932028,199,370.753361
-19.360267,11,370.799338
357.317844,153,371.39533
-697.366016,98,371.778767
-358.191368,196,372.560856
715.007637,206,373.375919
1073.665394,184,374.094486
-307.364676,136,374.627815
